ID_ENCABEZADO;ID_AGRP_CLINICA;ID_ORIGEN;ORIGEN;CODIGO_LOCALIDAD;LOCALIDAD;CODIGO_DEPTO;DEPARTAMENTO;CODIGO_PROVINCIA;PROVINCIA;ANIO;SEMANA;IDESTADO;ESTADO;FECHAREGISTROENCABEZADO;USUARIOREGISTROENCABEZADO;IDEVENTOAGRUPADO;NOMBREGRPEVENTOAGRP;ID_SNVS_EVENTO_AGRP;NOMBREEVENTOAGRP;IDEDAD;GRUPO;SEXO;RESIDENTE;AMBULATORIO;CANTIDAD;FECHAREGISTROCLINICA;USERREGISTROCLINICA
590709;4424510;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;7;15 a 19;;;;1;20/10/2021;cftunas
590709;4424511;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;9;25 a 34;;;;1;20/10/2021;cftunas
590709;4424512;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;11;45 a 64;;;;2;20/10/2021;cftunas
590709;4424513;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;12;65 a 74;;;;2;20/10/2021;cftunas
590709;4424514;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;441;Neumonía en pacientes ambulatorios;13;>= a 75;;;;1;20/10/2021;cftunas
590709;4424515;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;9;25 a 34;;;;1;20/10/2021;cftunas
590709;4424516;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;11;45 a 64;;;;1;20/10/2021;cftunas
590709;4424517;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;12;65 a 74;;;;2;20/10/2021;cftunas
590709;4424518;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;41;3;CARGADA DATOS DISTINTO DE CERO;20/10/2021;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;13;>= a 75;;;;1;20/10/2021;cftunas
350442;3071693;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;8;Enfermedades de transmisión sexual;300;Sífilis Temprana en varones;9;25 a 34;;;;1;13/4/2020;cftunas
394295;3382162;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);2;6 a 11 m;;;;3;19/8/2020;crbadriotti
394295;3382163;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);3;12 a 23 m;;;;3;19/8/2020;crbadriotti
391359;3382120;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;28;3;CARGADA DATOS DISTINTO DE CERO;13/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);2;6 a 11 m;;;;4;19/8/2020;crbadriotti
391359;3382121;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;28;3;CARGADA DATOS DISTINTO DE CERO;13/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);3;12 a 23 m;;;;2;19/8/2020;crbadriotti
391359;3382122;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;28;3;CARGADA DATOS DISTINTO DE CERO;13/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);4;2 a 4;;;;3;19/8/2020;crbadriotti
391359;3382123;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;28;3;CARGADA DATOS DISTINTO DE CERO;13/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);5;5 a 9;;;;2;19/8/2020;crbadriotti
391359;3382124;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;28;3;CARGADA DATOS DISTINTO DE CERO;13/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);6;10 a 14;;;;2;19/8/2020;crbadriotti
391359;3382125;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;28;3;CARGADA DATOS DISTINTO DE CERO;13/7/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);1;< 6 m;;;;1;19/8/2020;crbadriotti
394295;3382164;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);4;2 a 4;;;;5;19/8/2020;crbadriotti
394295;3382165;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);5;5 a 9;;;;3;19/8/2020;crbadriotti
394295;3382166;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);4;2 a 4;;;;1;19/8/2020;crbadriotti
394295;3382167;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);5;5 a 9;;;;1;19/8/2020;crbadriotti
394295;3382168;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);6;10 a 14;;;;1;19/8/2020;crbadriotti
394295;3382169;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;7;Bronquiolitis en menores de 2 años (sin especificar);1;< 6 m;;;;1;19/8/2020;crbadriotti
394295;3382170;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;29;3;CARGADA DATOS DISTINTO DE CERO;20/7/2020;cftunas;6;Respiratorias;7;Bronquiolitis en menores de 2 años (sin especificar);2;6 a 11 m;;;;1;19/8/2020;crbadriotti
418317;3432402;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;37;3;CARGADA DATOS DISTINTO DE CERO;14/9/2020;cftunas;7;Gastroentéricas;11;Diarreas;8;20 a 24;;;;1;15/9/2020;cftunas
418317;3432403;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;37;3;CARGADA DATOS DISTINTO DE CERO;14/9/2020;cftunas;7;Gastroentéricas;11;Diarreas;9;25 a 34;;;;2;15/9/2020;cftunas
418317;3432404;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;37;3;CARGADA DATOS DISTINTO DE CERO;14/9/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);9;25 a 34;;;;2;15/9/2020;cftunas
418317;3432405;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;37;3;CARGADA DATOS DISTINTO DE CERO;14/9/2020;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;10;35 a 44;;;;1;15/9/2020;cftunas
418317;3432406;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;37;3;CARGADA DATOS DISTINTO DE CERO;14/9/2020;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;11;45 a 64;;;;9;15/9/2020;cftunas
418317;3432407;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;37;3;CARGADA DATOS DISTINTO DE CERO;14/9/2020;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;12;65 a 74;;;;5;15/9/2020;cftunas
418317;3432408;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;37;3;CARGADA DATOS DISTINTO DE CERO;14/9/2020;cftunas;6;Respiratorias;440;Neumonía en pacientes internados;13;>= a 75;;;;2;15/9/2020;cftunas
412439;3402173;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;35;3;CARGADA DATOS DISTINTO DE CERO;31/8/2020;cftunas;8;Enfermedades de transmisión sexual;376;Sífilis temprana en mujeres;8;20 a 24;;;;1;31/8/2020;cftunas
412439;3402174;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;35;3;CARGADA DATOS DISTINTO DE CERO;31/8/2020;cftunas;8;Enfermedades de transmisión sexual;377;Sífilis sin especificar en mujeres (ITS);9;25 a 34;;;;1;31/8/2020;cftunas
412439;3402175;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;35;3;CARGADA DATOS DISTINTO DE CERO;31/8/2020;cftunas;8;Enfermedades de transmisión sexual;377;Sífilis sin especificar en mujeres (ITS);11;45 a 64;;;;1;31/8/2020;cftunas
412439;3402176;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;35;3;CARGADA DATOS DISTINTO DE CERO;31/8/2020;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);8;20 a 24;;;;3;31/8/2020;cftunas
412439;3402177;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;35;3;CARGADA DATOS DISTINTO DE CERO;31/8/2020;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);9;25 a 34;;;;1;31/8/2020;cftunas
412439;3402178;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;35;3;CARGADA DATOS DISTINTO DE CERO;31/8/2020;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);10;35 a 44;;;;1;31/8/2020;cftunas
407057;3383172;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;7;Gastroentéricas;11;Diarreas;1;< 6 m;;;;1;20/8/2020;crbadriotti
407057;3383173;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;7;Gastroentéricas;11;Diarreas;2;6 a 11 m;;;;4;20/8/2020;crbadriotti
407057;3383174;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;7;Gastroentéricas;11;Diarreas;4;2 a 4;;;;1;20/8/2020;crbadriotti
407057;3383175;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;7;Gastroentéricas;11;Diarreas;5;5 a 9;;;;1;20/8/2020;crbadriotti
407057;3383176;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;7;Gastroentéricas;11;Diarreas;6;10 a 14;;;;1;20/8/2020;crbadriotti
407057;3383177;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);1;< 6 m;;;;1;20/8/2020;crbadriotti
407057;3383178;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);3;12 a 23 m;;;;1;20/8/2020;crbadriotti
407057;3383179;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);4;2 a 4;;;;3;20/8/2020;crbadriotti
407057;3383180;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);5;5 a 9;;;;2;20/8/2020;crbadriotti
407057;3383181;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);6;10 a 14;;;;2;20/8/2020;crbadriotti
407057;3383182;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);1;< 6 m;;;;1;20/8/2020;crbadriotti
407057;3383183;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;33;3;CARGADA DATOS DISTINTO DE CERO;17/8/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);4;2 a 4;;;;1;20/8/2020;crbadriotti
565810;4253844;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;34;3;CARGADA DATOS DISTINTO DE CERO;30/8/2021;cftunas;8;Enfermedades de transmisión sexual;300;Sífilis Temprana en varones;9;25 a 34;;;;3;30/8/2021;cftunas
565810;4253845;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2021;34;3;CARGADA DATOS DISTINTO DE CERO;30/8/2021;cftunas;8;Enfermedades de transmisión sexual;376;Sífilis temprana en mujeres;8;20 a 24;;;;1;30/8/2021;cftunas
423327;3456705;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;39;3;CARGADA DATOS DISTINTO DE CERO;28/9/2020;cftunas;8;Enfermedades de transmisión sexual;377;Sífilis sin especificar en mujeres (ITS);9;25 a 34;;;;1;28/9/2020;cftunas
350442;3086174;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;7;Gastroentéricas;11;Diarreas;3;12 a 23 m;;;;1;17/4/2020;crbadriotti
350442;3086175;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;7;Gastroentéricas;11;Diarreas;4;2 a 4;;;;1;17/4/2020;crbadriotti
350442;3086176;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;7;Gastroentéricas;11;Diarreas;5;5 a 9;;;;1;17/4/2020;crbadriotti
350442;3086177;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;7;Gastroentéricas;11;Diarreas;6;10 a 14;;;;1;17/4/2020;crbadriotti
350442;3086178;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;7;Gastroentéricas;11;Diarreas;9;25 a 34;;;;2;17/4/2020;crbadriotti
350442;3086179;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;7;Gastroentéricas;11;Diarreas;13;>= a 75;;;;1;17/4/2020;crbadriotti
350442;3086180;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;6;Respiratorias;7;Bronquiolitis en menores de 2 años (sin especificar);2;6 a 11 m;;;;2;17/4/2020;crbadriotti
350442;3086181;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);4;2 a 4;;;;1;17/4/2020;crbadriotti
350442;3086182;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;15;3;CARGADA DATOS DISTINTO DE CERO;13/4/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);8;20 a 24;;;;1;17/4/2020;crbadriotti
625378;4691333;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;1;3;CARGADA DATOS DISTINTO DE CERO;10/1/2022;cftunas;8;Enfermedades de transmisión sexual;300;Sífilis Temprana en varones;8;20 a 24;;;;1;10/1/2022;cftunas
625378;4691334;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;1;3;CARGADA DATOS DISTINTO DE CERO;10/1/2022;cftunas;8;Enfermedades de transmisión sexual;300;Sífilis Temprana en varones;10;35 a 44;;;;1;10/1/2022;cftunas
625378;4691335;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;1;3;CARGADA DATOS DISTINTO DE CERO;10/1/2022;cftunas;8;Enfermedades de transmisión sexual;376;Sífilis temprana en mujeres;8;20 a 24;;;;1;10/1/2022;cftunas
625378;4691336;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;1;3;CARGADA DATOS DISTINTO DE CERO;10/1/2022;cftunas;8;Enfermedades de transmisión sexual;376;Sífilis temprana en mujeres;9;25 a 34;;;;1;10/1/2022;cftunas
625378;4691337;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;1;3;CARGADA DATOS DISTINTO DE CERO;10/1/2022;cftunas;8;Enfermedades de transmisión sexual;377;Sífilis sin especificar en mujeres (ITS);11;45 a 64;;;;1;10/1/2022;cftunas
625378;4691338;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;1;3;CARGADA DATOS DISTINTO DE CERO;10/1/2022;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);8;20 a 24;;;;2;10/1/2022;cftunas
625378;4691339;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2022;1;3;CARGADA DATOS DISTINTO DE CERO;10/1/2022;cftunas;8;Enfermedades de transmisión sexual;301;Sífilis sin especificar en varones (ITS);11;45 a 64;;;;3;10/1/2022;cftunas
401024;3382192;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);2;6 a 11 m;;;;2;19/8/2020;crbadriotti
401024;3382193;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);3;12 a 23 m;;;;2;19/8/2020;crbadriotti
401024;3382194;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);4;2 a 4;;;;2;19/8/2020;crbadriotti
401024;3382195;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);5;5 a 9;;;;6;19/8/2020;crbadriotti
401024;3382196;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;8;Enfermedad tipo influenza (ETI);6;10 a 14;;;;2;19/8/2020;crbadriotti
401024;3382197;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);1;< 6 m;;;;1;19/8/2020;crbadriotti
401024;3382198;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);2;6 a 11 m;;;;1;19/8/2020;crbadriotti
401024;3382199;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);4;2 a 4;;;;1;19/8/2020;crbadriotti
401024;3382200;11452;HOSPITAL NACIONAL PROFESOR DR. ALEJANDRO POSADAS;6568010005;VILLA SARMIENTO;568;MORÓN;6;Buenos Aires;2020;31;3;CARGADA DATOS DISTINTO DE CERO;3/8/2020;cftunas;6;Respiratorias;10;Neumonía (sin especificar);5;5 a 9;;;;1;19/8/2020;crbadriotti
